step,n_features,feature_names,test_accuracy,test_roc_auc,test_f1,test_precision,test_recall
2,94,cluster_1|cluster_2|cluster_3|cluster_4|cluster_5|cluster_6|cluster_7|cluster_8|cluster_9|cluster_10|cluster_11|cluster_12|cluster_13|cluster_14|cluster_15|cluster_16|cluster_17|cluster_18|cluster_19|cluster_20|cluster_21|cluster_22|cluster_23|cluster_24|cluster_25|cluster_26|cluster_27|cluster_28|cluster_29|cluster_30|cluster_31|cluster_32|cluster_33|cluster_34|cluster_35|cluster_36|cluster_37|cluster_38|cluster_39|cluster_40|cluster_41|cluster_42|cluster_43|cluster_44|cluster_45|cluster_46|cluster_47|cluster_48|cluster_49|cluster_50|cluster_51|cluster_52|cluster_53|cluster_54|cluster_55|cluster_56|cluster_57|cluster_58|cluster_59|cluster_60|cluster_61|cluster_62|cluster_63|cluster_64|cluster_65|cluster_66|cluster_67|cluster_68|cluster_69|cluster_70|cluster_71|cluster_72|cluster_73|cluster_74|cluster_75|cluster_76|cluster_77|cluster_78|cluster_79|cluster_80|cluster_81|cluster_82|cluster_83|cluster_84|cluster_85|cluster_86|cluster_87|cluster_88|cluster_89|cluster_90|cluster_91|cluster_92|cluster_93|cluster_94,0.9164677804295943,0.9397601600315089,0.7107438016528925,0.7010869565217391,0.7206703910614525
