search_stage,evaluation_split,n_clusters,aggregation,model,model_display,estimator_class,n_features,threshold,accuracy,roc_auc,f1,precision,recall,best_epoch
coarse,val,90,median,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,90,0.5,0.6598557692307693,0.7246793927099767,0.6634958382877527,0.6642857142857143,0.66270783847981,17
coarse,val,90,sum,mlp,Neural Network,TorchRegularizedHybridNetClassifier,90,0.5,0.6634615384615384,0.7327010766856806,0.6508728179551122,0.6850393700787402,0.6199524940617577,12
coarse,val,90,sum,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,90,0.5,0.6598557692307693,0.7390294224734297,0.6823793490460157,0.6468085106382979,0.7220902612826603,13
coarse,val,90,sum,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,90,0.5,0.6899038461538461,0.748860030861522,0.6978922716627635,0.6882217090069284,0.7078384798099763,15
coarse,val,110,mean,mlp,Neural Network,TorchRegularizedHybridNetClassifier,110,0.5,0.6682692307692307,0.748415023897452,0.6745283018867925,0.6697892271662763,0.6793349168646081,16
coarse,val,110,mean,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,110,0.5,0.6742788461538461,0.743086498951055,0.6909920182440137,0.6644736842105263,0.7197149643705463,18
coarse,val,110,mean,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,110,0.5,0.671875,0.7576330252960453,0.6901248581157775,0.6608695652173913,0.7220902612826603,19
coarse,val,110,pca,mlp,Neural Network,TorchRegularizedHybridNetClassifier,110,0.5,0.6838942307692307,0.7591125289687974,0.6931155192532089,0.6811926605504587,0.7054631828978623,19
coarse,val,110,pca,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,110,0.5,0.7055288461538461,0.7525241141760725,0.7079856972586412,0.7105263157894737,0.7054631828978623,26
coarse,val,110,pca,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,110,0.5,0.6790865384615384,0.7449069819858869,0.6787003610108303,0.6878048780487804,0.669833729216152,13
coarse,val,110,max,mlp,Neural Network,TorchRegularizedHybridNetClassifier,110,0.5,0.6598557692307693,0.7225005923794002,0.6586248492159228,0.6691176470588235,0.6484560570071259,12
coarse,val,110,max,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,110,0.5,0.6887019230769231,0.7658049713635129,0.6991869918699187,0.6840909090909091,0.7149643705463183,19
coarse,val,110,max,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,110,0.5,0.6694711538461539,0.7287827036773757,0.6730083234244947,0.6738095238095239,0.672209026128266,9
coarse,val,110,min,mlp,Neural Network,TorchRegularizedHybridNetClassifier,110,0.5,0.6682692307692307,0.7466754512197236,0.672209026128266,0.672209026128266,0.672209026128266,10
coarse,val,110,min,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,110,0.5,0.7007211538461539,0.7475134513468684,0.7003610108303249,0.7097560975609756,0.6912114014251781,17
coarse,val,110,min,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,110,0.5,0.6670673076923077,0.7240032132970392,0.676779463243874,0.6651376146788991,0.6888361045130641,11
coarse,val,110,std,mlp,Neural Network,TorchRegularizedHybridNetClassifier,110,0.5,0.5456730769230769,0.5685281828111726,0.5275,0.5567282321899736,0.501187648456057,6
coarse,val,110,std,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,110,0.5,0.5276442307692307,0.5517970768243841,0.5270758122743683,0.5341463414634147,0.5201900237529691,8
coarse,val,110,std,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,110,0.5,0.5300480769230769,0.5688865001069172,0.570801317233809,0.5306122448979592,0.6175771971496437,3
coarse,val,110,median,mlp,Neural Network,TorchRegularizedHybridNetClassifier,110,0.5,0.6466346153846154,0.734325063138975,0.6643835616438356,0.6395604395604395,0.6912114014251781,9
coarse,val,110,median,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,110,0.5,0.6730769230769231,0.7526454797117279,0.7004405286343612,0.6529774127310062,0.7553444180522565,8
coarse,val,110,median,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,110,0.5,0.6478365384615384,0.7285457519172864,0.6548881036513545,0.6495327102803738,0.6603325415676959,8
coarse,val,110,sum,mlp,Neural Network,TorchRegularizedHybridNetClassifier,110,0.5,0.6586538461538461,0.7300541521461471,0.6578313253012048,0.6674816625916871,0.6484560570071259,12
coarse,val,110,sum,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,110,0.5,0.6598557692307693,0.7404973675237385,0.6758304696449027,0.6526548672566371,0.7007125890736342,16
coarse,val,110,sum,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,110,0.5,0.6899038461538461,0.7669955094751807,0.6906474820143885,0.6973365617433414,0.684085510688836,20
coarse,val,130,mean,mlp,Neural Network,TorchRegularizedHybridNetClassifier,130,0.5,0.6887019230769231,0.7645161849610763,0.686819830713422,0.6995073891625616,0.6745843230403801,10
coarse,val,130,mean,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,130,0.5,0.6911057692307693,0.7521773555027711,0.6972909305064782,0.6915887850467289,0.7030878859857482,28
coarse,val,130,mean,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,130,0.5,0.6766826923076923,0.7432656575989274,0.6904487917146145,0.6696428571428571,0.7125890736342043,16
coarse,val,130,pca,mlp,Neural Network,TorchRegularizedHybridNetClassifier,130,0.5,0.6802884615384616,0.752922886650369,0.7037861915367484,0.6624737945492662,0.7505938242280285,8
coarse,val,130,pca,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,130,0.5,0.6935096153846154,0.7633834399616255,0.7138047138047138,0.676595744680851,0.7553444180522565,10
coarse,val,130,pca,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,130,0.5,0.6971153846153846,0.7608983361362993,0.7083333333333334,0.690744920993228,0.7268408551068883,17
coarse,val,130,max,mlp,Neural Network,TorchRegularizedHybridNetClassifier,130,0.5,0.6826923076923077,0.7609619085597379,0.6930232558139535,0.6788154897494305,0.7078384798099763,17
coarse,val,130,max,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,130,0.5,0.6875,0.7622911501407261,0.6782178217821783,0.7080103359173127,0.6508313539192399,8
coarse,val,130,max,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,130,0.5,0.6682692307692307,0.7505533690494766,0.6737588652482269,0.6705882352941176,0.6769596199524941,21
coarse,val,130,min,mlp,Neural Network,TorchRegularizedHybridNetClassifier,130,0.5,0.6802884615384616,0.7543734937670128,0.6825775656324582,0.6858513189448441,0.6793349168646081,22
coarse,val,130,min,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,130,0.5,0.6850961538461539,0.7588582392750431,0.6866028708133971,0.691566265060241,0.6817102137767221,10
coarse,val,130,min,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,130,0.5,0.6730769230769231,0.7329091318896613,0.6714975845410628,0.683046683046683,0.6603325415676959,10
coarse,val,130,std,mlp,Neural Network,TorchRegularizedHybridNetClassifier,130,0.5,0.5060096153846154,0.5508059249498645,0.6719872306464485,0.5060096153846154,1.0,1
coarse,val,130,std,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,130,0.5,0.5060096153846154,0.5515861319647924,0.6719872306464485,0.5060096153846154,1.0,0
coarse,val,130,std,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,130,0.5,0.5060096153846154,0.5056117111962597,0.6719872306464485,0.5060096153846154,1.0,0
coarse,val,130,median,mlp,Neural Network,TorchRegularizedHybridNetClassifier,130,0.5,0.6875,0.7519924175436772,0.6805896805896806,0.7048346055979644,0.6579572446555819,21
coarse,val,130,median,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,130,0.5,0.6778846153846154,0.7581416046835537,0.6919540229885057,0.6703786191536748,0.7149643705463183,10
coarse,val,130,median,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,130,0.5,0.6778846153846154,0.7426472712982067,0.6747572815533981,0.6898263027295285,0.6603325415676959,18
coarse,val,130,sum,mlp,Neural Network,TorchRegularizedHybridNetClassifier,130,0.5,0.671875,0.7581531633059971,0.6714801444043321,0.6804878048780488,0.66270783847981,16
coarse,val,130,sum,residual_mlp,Residual Neural Network,TorchResidualHybridNetClassifier,130,0.5,0.6850961538461539,0.7648976195017079,0.7082405345211581,0.6666666666666666,0.7553444180522565,14
coarse,val,130,sum,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,130,0.5,0.6766826923076923,0.7452479613479666,0.6793802145411204,0.6818181818181818,0.6769596199524941,14
