search_stage,evaluation_split,n_clusters,aggregation,model,model_display,estimator_class,n_features,threshold,accuracy,roc_auc,f1,precision,recall,best_epoch,contender_rank
coarse,val,15,mean,wide_deep_mlp,Wide+Deep Neural Network,TorchWideDeepNetClassifier,15,0.5,0.711705685618729,0.7598378301587823,0.5998142989786444,0.7546728971962616,0.49768875192604,14,1
